source_row,tweet,tweet_label,keyword,subjects,subjects_scored,stance,stance_reason,Unnamed: 10,matched keyword
8714,"AIMPLB hardly cares about SC's judgement on Ram Mandir

These people believe only in Sharia. That's why they're giving examples of Hagia Sophia which was converted into mosque

Threat of ""situations don't last forever"" by AIMPLB proves how much we need Uniform Civil Code in India",Pro Ruling,ram mandir,"['sharia', 'india', 'threat']","[{'text': 'sharia', 'score': 0.6125}, {'text': 'india', 'score': 0.2984}, {'text': 'threat', 'score': 0.1948}]",For,shows dirty politics of critics of ram mandir.,,
618328,"Will be live on India News @ 2.30 PM
 to 3.30 PM...Shri Ram Mandir..",Pro Ruling,ram mandir,"['india', 'live', 'ram']","[{'text': 'india', 'score': 0.4651}, {'text': 'live', 'score': 0.3672}, {'text': 'ram', 'score': 0.3406}]",For,expresses pride and respect for ram mandir.,,
373191,"PM Modi was personally monitoring:

📸1️⃣ECONOMY : Economy sunk

📸2️⃣CORONA: India is infected with 16Lacs Cases

📸3️⃣RAM MANDIR: priest and security personal infected with Corona

📸4️⃣RAFAEL: He chose to buy 36 scrapping a deal of 126. #TheRafaleFacts

PANAUTI KAHIN KA!!! https://t.co/26l7G18Tpr",Pro OPP,ram mandir,"['india', 'infected', 'scrapping']","[{'text': 'india', 'score': 0.5423}, {'text': 'infected', 'score': 0.3434}, {'text': 'scrapping', 'score': 0.1108}]",Against,mocks modi and ram mandir.,,
287601,"‘BJP does not have  a patent on Ram.. BJP has used Ram Mandir for votes, it was Rajiv Gandhi who opened the lock to the site.’ @OfficeOfKNath tells me.. https://t.co/RJ6sspBWnG @IndiaToday",Pro OPP,ram mandir,"['ram', 'indiatoday', 'patent']","[{'text': 'ram', 'score': 0.4983}, {'text': 'indiatoday', 'score': 0.3632}, {'text': 'patent', 'score': 0.3406}]",Against,shows how bjp is creating a patent on Lord ram and religion.,,
195412,"The way all of India's political parties celebrating Modi's #RamMandirAyodhya at the place of illegally demolished Babri Mosque, time to ask a simple question!
Is there any political party left in India Muslims can trust?",Pro OPP,ram mandir,"['muslims', 'party', 'trust']","[{'text': 'muslims', 'score': 0.5133}, {'text': 'party', 'score': 0.4064}, {'text': 'trust', 'score': 0.2743}]",Against,condemns political parties for celebrating ram mandir at the place of an illegally demolished mosque.,,
462553,"After Begumbagh stone pelting, Hindu rally in Indore that was collecting donations for Ram Mandir attacked in front of a mosque  https://t.co/mAmr1Cirdx",Pro Ruling,ram mandir,"['hindu', 'rally', 'attacked']","[{'text': 'hindu', 'score': 0.5856}, {'text': 'rally', 'score': 0.548}, {'text': 'attacked', 'score': 0.3652}]",For,shows how hindus are being attacked.,,
2896467,"Acharya Satyendra Das, the chief priest of the Ram Mandir in Ayodhya, has extended his solidarity to the #BharatJodoYatra by Rahul Gandhi. Will they call him anti-Hindu and anti-national?",Pro OPP,ram mandir,"['hindu', 'chief', 'solidarity']","[{'text': 'hindu', 'score': 0.6795}, {'text': 'chief', 'score': 0.2964}, {'text': 'solidarity', 'score': 0.2461}]",Neutral,no stance taken on ram mandir.,,
225728,"Finally architects to present #RamMandir 's layout plan, design to be largely same as per VHP with some tweaks which consists of parking, amenities for pilgrims, gaushala &amp; resting places
Will approach PM @narendramodi for Bhoomi poojan and plan to complete by RamNavami 2022. 🚩 https://t.co/47cFyO8T7X",Pro Ruling,ram mandir,"['design', 'narendramodi', 'parking']","[{'text': 'design', 'score': 0.5472}, {'text': 'narendramodi', 'score': 0.4603}, {'text': 'parking', 'score': 0.2169}]",For,shows intricately detailed ram mandir.,,
1835428,"16MAY 14: Bharat GETS PM Modi Ji.

2014-22:
Rammandir✅
Sheetal Nath temple(Kashmir)✅
Kedarnath Temple Revamp✅
Kashi Vishwanath Corridor✅
Char Dham Project✅

TODAY,16MAY 22: भोले बाबा मिल गए at Gyanvapi Masjid!

All""GOT DONE""USING Judiciary.

Modi has done Nothing for Hindus!",Pro Ruling,ram mandir,"['hindus', 'judiciary', 'nothing']","[{'text': 'hindus', 'score': 0.595}, {'text': 'judiciary', 'score': 0.2835}, {'text': 'nothing', 'score': 0.2006}]",For,shows how modi delivers on every promise.,,
2021726,"Trudeau may be a two-faced neta who backed the tractor blockade in India but he has at least put ""national interest"" first to clear the trucker blockade. Indian state should have set aside its regard for the opinion of lutyens bolesheviks and cleared Singhu and Shaheen bagh.",Pro Ruling,shaheen bagh,"['indian', 'blockade', 'trucker']","[{'text': 'indian', 'score': 0.4011}, {'text': 'blockade', 'score': 0.3946}, {'text': 'trucker', 'score': 0.2893}]",Against,"says that like Trudeau, Indian State should put national interest first and clear shaheen bagh.",,
5280,"Shaheen Bagh protesters open up barricades to let a Hindu funeral procession pass.

Please show it to the anti nationals who call Shaheen baghis anti nationals.

#शाहीनबाग़Protest🇮🇳 https://t.co/l5ktaXzV3a",Pro OPP,shaheen bagh,"['protesters', 'funeral', 'baghis']","[{'text': 'protesters', 'score': 0.5251}, {'text': 'funeral', 'score': 0.4116}, {'text': 'baghis', 'score': 0.3634}]",For,shows the humanity of protesters.,,
608872,"FINAL #ShaheenBaghProtests update.

PRESS CONFERENCE will NOT HAPPEN, as broken by me at 10:10 pm.

Protests to continue. Road to remain closed. Protesters divided in 2 factions.

Will keep updating.",Pro OPP,shaheen bagh,"['protests', 'closed', 'bagh']","[{'text': 'protests', 'score': 0.4601}, {'text': 'closed', 'score': 0.4175}, {'text': 'bagh', 'score': 0.3556}]",Neutral,"no stance taken, only news delivered",,
98702,This is with what @ArvindKejriwal stands for. Sisodia openly he said he’s with #ShaheenBagh protesters. Do you think they’ll not demand separate Delhi if won ? ☹️ https://t.co/xszKmo0gDZ,Pro Ruling,shaheen bagh,"['delhi', 'protesters', 'won']","[{'text': 'delhi', 'score': 0.4611}, {'text': 'protesters', 'score': 0.4597}, {'text': 'won', 'score': 0.2766}]",Against,claims that shaheen bagh will demand a separate delhi if they won.,,
93832,"VIDEO: #ShaheenBagh Protesters say- One month, one year... protests will continue. Have faith in judiciary. 

Tarannum ji who’s been here since day1 says, “Yeh lambi ladayi hai. Protests jaari rahegi.”

First reaction on SC hearing. #CitizenshipAmendmentAct #AntiCAA_NRC_NPR https://t.co/lQMD9WARVJ",Pro OPP,shaheen bagh,"['protests', 'day1', 'hearing']","[{'text': 'protests', 'score': 0.5042}, {'text': 'day1', 'score': 0.2979}, {'text': 'hearing', 'score': 0.1862}]",For,shows how protesters have faith in judiciary and resilience.,,
286975,"Huge crowd at Shaheen Bagh protest tonight. 😍😍

See the sea of people, salute to people of Shaheen Bagh. 

#CAA_NRCProtests #CAA_NRC_Protests 
#ShaheenBaghProtest https://t.co/5WX1wvWnFQ",Pro OPP,shaheen bagh,"['bagh', 'protests', 'tonight']","[{'text': 'bagh', 'score': 0.5215}, {'text': 'protests', 'score': 0.5007}, {'text': 'tonight', 'score': 0.2221}]",For,salutes people of shaheen bagh.,,
1090,Can Hindus in Pakistan do #ShaheenBagh kind of communal protest?,Pro Ruling,shaheen bagh,"['hindus', 'protest', 'bagh']","[{'text': 'hindus', 'score': 0.5589}, {'text': 'protest', 'score': 0.4786}, {'text': 'bagh', 'score': 0.3386}]",Against,"calls it a ""communal protest"".",,
127521,BJP's Kapil Mishra declares 'won't allow second Shaheen Bagh' amid pro &amp; anti-CAA protests https://t.co/ERaB5qCY33,Pro Ruling,shaheen bagh,"['mishra', 'bagh', 'protests']","[{'text': 'mishra', 'score': 0.4736}, {'text': 'bagh', 'score': 0.4195}, {'text': 'protests', 'score': 0.2078}]",Neutral,"no stance taken, only news delivered",,
48080,"Kid: Give us vote in the name of Balakot

Adult: Give us vote in the name of Shaheen Bagh

Legend: Vote de, Vaccine le",Pro OPP,shaheen bagh,"['vote', 'bagh', 'vaccine']","[{'text': 'vote', 'score': 0.5216}, {'text': 'bagh', 'score': 0.4802}, {'text': 'vaccine', 'score': 0.4367}]",For,mocks bjp.,,
330305,Do you know that #BoycottWilliamDalrymple is part of the group that spread fake news during Shaheen Bagh and internationally spread Hindu hate. Defeat them. This is your biggest opportunity. Don’t cry later. I am already into this war. Join me.,Pro Ruling,shaheen bagh,"['boycott', 'hindu', 'join']","[{'text': 'boycott', 'score': 0.5247}, {'text': 'hindu', 'score': 0.4343}, {'text': 'join', 'score': 0.1931}]",Against,encouraging and warning people to defeat shaheen bagh or cry later.,,
1308089,"Joint venture partnership 

The expected merger of #SinghuBorder and #ShaheenBagh
 Khalistanis and Islamists come together. 

I had long said that the #FarmerProtest is a sequel, in essence #ShaheenBaghSeason-2 https://t.co/MCI61ogCtX",Pro Ruling,shaheen bagh,"['merger', 'protest', 'farmer']","[{'text': 'merger', 'score': 0.4415}, {'text': 'protest', 'score': 0.3319}, {'text': 'farmer', 'score': 0.2382}]",Against,"shown as an ""islamist movement"".",,
1013129,"Remember, it took a pandemic for the Shaheen Bagh protest to be suspended. Arrests, communal violence, attacks, govt crackdown, SC intervention couldn't stop it. Farmers protest too is unlikely to give in due to govt's measures",Pro OPP,shaheen bagh,"['protest', 'bagh', 'farmers']","[{'text': 'protest', 'score': 0.5508}, {'text': 'bagh', 'score': 0.3375}, {'text': 'farmers', 'score': 0.2533}]",For,shows resilience of protesters in the face of horrible things.,,
373855,"""We'll cut 'Northeast' from rest of India, use Kanhaiya Kumar to instigate people” 'The Wire' columnist's anti-national rant exposes the agenda behind anti-CAA Shaheen Bagh protests: https://t.co/mqtodcG615 via @eOrganiser",Pro Ruling,shaheen bagh,"['india', 'northeast', 'cut']","[{'text': 'india', 'score': 0.4973}, {'text': 'northeast', 'score': 0.4819}, {'text': 'cut', 'score': 0.3381}]",Against,claims that shaheeh bagh has anti-national agenda.,,
747353,"Pic 1 - How Sardar DS Bindra sold his flat to fund and feed Shaheen Bagh Protestors opposing CAA.

Pic 2,3,4 - Persecuted Sikhs of Afghanistan using CAA to come to India. https://t.co/SZWCaueAWX",Pro Ruling,shaheen bagh,"['sardar', 'protestors', 'india']","[{'text': 'sardar', 'score': 0.5334}, {'text': 'protestors', 'score': 0.3329}, {'text': 'india', 'score': 0.3192}]",Against,shows how CAA is helping persucted sikhs in Afghanistan and shaheen bagh stops that.,,
186469,"‘Symbol of resistance’: #ShaheenBagh protestor #Bilkis among TIME’s most influential people of 2020
https://t.co/lHfe66qCYN",Pro OPP,shaheen bagh,"['protestor', 'bagh', '2020']","[{'text': 'protestor', 'score': 0.5429}, {'text': 'bagh', 'score': 0.4003}, {'text': '2020', 'score': 0.3089}]",For,Shaheen Bagh leader among Time's most influential people of 2020. global recognition.,,
273922,"What a stellar idea it would be for PM @narendramodi to hand over his social media accounts to the #WomenofShaheenBagh for Women's Day. Let the World see that the PM of India respects women who are protesting for their Democratic rights.

That might help to heal the whole Nation.",Pro OPP,shaheen bagh,"['narendramodi', 'women', 'protesting']","[{'text': 'narendramodi', 'score': 0.4743}, {'text': 'women', 'score': 0.4115}, {'text': 'protesting', 'score': 0.2728}]",For,mocks modi.,,
356547,"Mitroon-mark this tweet : 

#muslimquotasplit is not a random announcement of 2 CONg ruled states 

It is Phase 2 of the Evil Queens sinister plot to Break India once again &amp; u will see Raj CG etc do the same

Phase 1 was Anti CAA protest, Shaheen Bagh &amp; finally #DelhiRiots",Pro Ruling,shaheen bagh,"['muslim', 'phase', 'tweet']","[{'text': 'muslim', 'score': 0.4731}, {'text': 'phase', 'score': 0.2164}, {'text': 'tweet', 'score': 0.2037}]",Against,"calls it the ""evil queen's sinister plot to break india"".",,
1939012,Why the media is not showing this? Why can't you show this @ndtv ? Congress protesting in Shaheen Bagh. https://t.co/aqKlkkHi2K,Pro OPP,shaheen bagh,"['media', 'protesting', 'bagh']","[{'text': 'media', 'score': 0.4641}, {'text': 'protesting', 'score': 0.4582}, {'text': 'bagh', 'score': 0.3127}]",For,shows how media does not show how congress supports shaheen bagh.,,
603410,"Forget Pakistan, how many wokes are willing to shift to Shaheen Bagh or Jamia Nagar and not just show up there for pics? Why do they live in areas populated by communal Hindus? https://t.co/JOsl1BrL7y",Pro Ruling,shaheen bagh,"['hindus', 'populated', 'wokes']","[{'text': 'hindus', 'score': 0.5399}, {'text': 'populated', 'score': 0.3949}, {'text': 'wokes', 'score': 0.251}]",Against,states that these are areas ruled by communal hindus.,,
408133,"Shaheen Bagh shooter Kapil Gujjar joins BJP. 

This person had shot fire on Muslim protesters in Delhi, now he got his reward from BJP. https://t.co/iOTlhW12af",Pro OPP,shaheen bagh,"['muslim', 'joins', 'fire']","[{'text': 'muslim', 'score': 0.4034}, {'text': 'joins', 'score': 0.294}, {'text': 'fire', 'score': 0.2929}]",For,shows how bjp rewards those who target muslims.,,
472826,What are the achievements of Shaheen Bagh protests in the eyes of secular-liberal ecosystem? Has there been any such claims or analysis? I guess the only thing (apart from death and violence that they love) could be that they could get bad press for India in international media?,Pro Ruling,shaheen bagh,"['protests', 'india', 'bagh']","[{'text': 'protests', 'score': 0.5023}, {'text': 'india', 'score': 0.3556}, {'text': 'bagh', 'score': 0.3052}]",Against,claims that shaheen bagh protesters love death and violence.,,
154097,"Right-wing activist enters #ShaheenBagh wearing burqa
@vinitgoenka @AkshayMarathe @sunilbharala

Watch more here: https://t.co/ygrjOoDsic

#ShaheenBaghProtests #CAAProtests #CAA_NRCProtests https://t.co/ASAdfPU2zf",Pro OPP,shaheen bagh,"['burqa', 'protests', 'bagh']","[{'text': 'burqa', 'score': 0.5066}, {'text': 'protests', 'score': 0.481}, {'text': 'bagh', 'score': 0.4186}]",For,shows how the right is trying to mock and intervene in shaheen bagh.,,
844843,Farmer union leaders on Friday warned the government that it should not take their agitation lightly and think that it can be handled like the Shaheen Bagh protest against the new citizenship regime. https://t.co/pjpqvkiRJk,Pro OPP,shaheen bagh,"['protest', 'farmer', 'government']","[{'text': 'protest', 'score': 0.4297}, {'text': 'farmer', 'score': 0.3281}, {'text': 'government', 'score': 0.3279}]",Neutral,no stance taken on shaheen bagh.,,
591106,"The BJP leader said people are sporting burqas in Delhi’s Shaheen Bagh protest against the new citizenship law, and added that burqa helps terrorists, thieves and anti-socials elements to hide behind it.

https://t.co/p7a2ITXRGC",Pro OPP,shaheen bagh,"['burqas', 'protest', 'sporting']","[{'text': 'burqas', 'score': 0.7991}, {'text': 'protest', 'score': 0.387}, {'text': 'sporting', 'score': 0.1615}]",Against,links it to terrorism.,,
189752,"Shaheen Bagh is a Name of History, it's a Headquarter of All Democratic &amp; Secular Indian Citizens, The Leaders of This Historical Situations is a ShaheenBagh women's (Dabang Dadi).✊ #BraveWomenOfShaheenBagh https://t.co/kUvihNJspO",Pro OPP,shaheen bagh,"['bagh', 'indian', 'leaders']","[{'text': 'bagh', 'score': 0.5975}, {'text': 'indian', 'score': 0.4512}, {'text': 'leaders', 'score': 0.3462}]",For,praises shaheen bagh.,,
1154020,"Instead spending money on farmers rally and Shaheen bagh extremists , providing them biryanis, ads, shelter, massages, providing them alcohol. Radical left could have built hospitals @sambitswaraj @BJP4India",Pro Ruling,shaheen bagh,"['extremists', 'farmers', 'spending']","[{'text': 'extremists', 'score': 0.4769}, {'text': 'farmers', 'score': 0.3652}, {'text': 'spending', 'score': 0.2844}]",Against,labels them as extremists.,,
1196885,"This cannot be a co incidence but a well plan strategy of #YogendraYadav to destabilise d cntry. 

-JNU violence- 
-Shaheen bagh-
-Farmers violence-
- Anti CAA &amp; NRC protests 

#Yogendra Yadav was present.

#ArrestYogendraYadav",Pro Ruling,shaheen bagh,"['yogendra', 'protests', 'destabilise']","[{'text': 'yogendra', 'score': 0.602}, {'text': 'protests', 'score': 0.3816}, {'text': 'destabilise', 'score': 0.2742}]",Against,shows its agenda is to destabilise the country.,,
